id,question,choices,explanation,answer,document,questions_en
1071,"Ngày thứ nhất, bác Thái thu hoạch được 250 kg nhãn. Ngày thứ hai, số ki- lô-gam nhãn bác Thái thu hoạch được đã giảm đi 2 lần so với ngày thứ nhất. Vậy cả hai ngày bác Thái thu hoạch được số ki-lô-gam nhãn là:","['A. 500 kg', 'B. 750 kg', 'C. 125kg', 'D. 375 kg']","Ngày thứ hai, bác Thái thu hoạch được số ki-lô-ham nhãn là: 250 : 2 = 125 (kg) 
 Cả hai ngày bác Thái thu hoạch được số ki-lô-gam nhãn là: $250 + 125 = 375$ (kg)
 Đáp số: 375 kg",D. 375 kg,"Câu hỏi: Ngày thứ nhất, bác Thái thu hoạch được 250 kg nhãn. Ngày thứ hai, số ki- lô-gam nhãn bác Thái thu hoạch được đã giảm đi 2 lần so với ngày thứ nhất. Vậy cả hai ngày bác Thái thu hoạch được số ki-lô-gam nhãn là:. Các phương án: ['A. 500 kg', 'B. 750 kg', 'C. 125kg', 'D. 375 kg']. Giải thích: Ngày thứ hai, bác Thái thu hoạch được số ki-lô-ham nhãn là: 250 : 2 = 125 (kg) 
 Cả hai ngày bác Thái thu hoạch được số ki-lô-gam nhãn là: $250 + 125 = 375$ (kg)
 Đáp số: 375 kg. Đáp án: D. 375 kg","en: On the first day, Uncle Tai harvested 250 kg of label. On the second day, the number of kilograms of label he harvested was twice as low as on the first day. On both days, Uncle Tai harvested 250 kg of label."
1078,Nhà Hiền có 7 con lợn. Số ga nhiều hơn số lợn 63 con. Vậy số gà gấp số lợn là:,"['A. 7 lần', 'B. 8 lần', 'C. 9 lần', 'D. 10 lần']","Nhà Hiền có số con gà là: 63 + 7 = 70 (con)
 Số gà gấp số lợn là: 70 : 7 = 10 (lần)",D. 10 lần,"Câu hỏi: Nhà Hiền có 7 con lợn. Số ga nhiều hơn số lợn 63 con. Vậy số gà gấp số lợn là:. Các phương án: ['A. 7 lần', 'B. 8 lần', 'C. 9 lần', 'D. 10 lần']. Giải thích: Nhà Hiền có số con gà là: 63 + 7 = 70 (con)
 Số gà gấp số lợn là: 70 : 7 = 10 (lần). Đáp án: D. 10 lần","en: The farm has seven livestocks, the number of livestocks is more than 63. The number of livestocks is higher than the number of livestocks."
1079,"Nhà Hoa có 25 kg gạo. Mẹ Hoa mua thêm 25 kg gạo nữa rồi đóng tất cả số gạo hiện có thành 5 túi như nhau, tặng cho các gia đình khó khăn trong xóm. Mỗi túi gạo cân nặng là:","['A. 5 kg', 'B. 10 kg', 'C. 30 kg', 'D. 20 kg']","Tổng số gạo mẹ Hoa hiện có là: $25 + 25 = 50$ (kg)
 Mỗi túi gạo cân nặng là:50 : 5 = 10 (kg)",B. 10 kg,"Câu hỏi: Nhà Hoa có 25 kg gạo. Mẹ Hoa mua thêm 25 kg gạo nữa rồi đóng tất cả số gạo hiện có thành 5 túi như nhau, tặng cho các gia đình khó khăn trong xóm. Mỗi túi gạo cân nặng là:. Các phương án: ['A. 5 kg', 'B. 10 kg', 'C. 30 kg', 'D. 20 kg']. Giải thích: Tổng số gạo mẹ Hoa hiện có là: $25 + 25 = 50$ (kg)
 Mỗi túi gạo cân nặng là:50 : 5 = 10 (kg). Đáp án: B. 10 kg",en: The rice bags weighed in the following ways:
108,15880 : 63 = ?,"['A. 2511 (dư 4)', 'B. 251 (dư 67)', 'C. 252 (dư 4)', 'D. 252 (dư 3)']",,C. 252 (dư 4),"Câu hỏi: 15880 : 63 = ?. Các phương án: ['A. 2511 (dư 4)', 'B. 251 (dư 67)', 'C. 252 (dư 4)', 'D. 252 (dư 3)']. Giải thích: nan. Đáp án: C. 252 (dư 4)",en: 15880: 63 =?
1081,Nhân viên y tế mất khoảng 5 phút để tiêm xong vắc-xin cho một người. Bố xếp hàng đợi tiêm lúc 9 giờ 20 phút. Phía trước bố còn 6 người nữ. Vậy bố sẽ được tiêm vắc-xin xong lúc:,"['A. 9 giờ 50 phút', 'B. 10 giờ 5 phút', 'C. 10 giờ kém 5 phút', 'D. 9 giờ 25 phút']","Người tiêm hết số thời gian là: 6 ${\times}$ 5 = 30 (phút)
 Bố sẽ được tiêm vắc-xin xong lúc: 9 giờ 20 phút + 30 phút + 5 phút = 9 giờ 55 phút 9 giờ 55 phút = 10 giờ kém 5 phút",C. 10 giờ kém 5 phút,"Câu hỏi: Nhân viên y tế mất khoảng 5 phút để tiêm xong vắc-xin cho một người. Bố xếp hàng đợi tiêm lúc 9 giờ 20 phút. Phía trước bố còn 6 người nữ. Vậy bố sẽ được tiêm vắc-xin xong lúc:. Các phương án: ['A. 9 giờ 50 phút', 'B. 10 giờ 5 phút', 'C. 10 giờ kém 5 phút', 'D. 9 giờ 25 phút']. Giải thích: Người tiêm hết số thời gian là: 6 ${\times}$ 5 = 30 (phút)
 Bố sẽ được tiêm vắc-xin xong lúc: 9 giờ 20 phút + 30 phút + 5 phút = 9 giờ 55 phút 9 giờ 55 phút = 10 giờ kém 5 phút. Đáp án: C. 10 giờ kém 5 phút",en: It took about five minutes for the health worker to finish giving the vaccine to the patient. I waited in line for the shot at 9: 20. There were six more women ahead of me. I'll be done giving the vaccine at: 10: 00 p. m.
1084,"Phần nguyên của số 1942,54 là:","['A. 54', 'B. 194254', 'C. 1942', 'D. 1924,54']","Phần nguyên của số 1942,54 là: 1942",C. 1942,"Câu hỏi: Phần nguyên của số 1942,54 là:. Các phương án: ['A. 54', 'B. 194254', 'C. 1942', 'D. 1924,54']. Giải thích: Phần nguyên của số 1942,54 là: 1942. Đáp án: C. 1942",en: The epoch of the number 1942.54 is:
1086,"Phần nguyên của số thập phân 345,128 là:","['A. 128', 'B. 0,128', 'C. 5,128', 'D. 345']","Phần nguyên của số thập phân là phần đứng trước dấu phẩy của số thập phân. Do đó phần nguyên của số thập phân 345,128 là: 345.",D. 345,"Câu hỏi: Phần nguyên của số thập phân 345,128 là:. Các phương án: ['A. 128', 'B. 0,128', 'C. 5,128', 'D. 345']. Giải thích: Phần nguyên của số thập phân là phần đứng trước dấu phẩy của số thập phân. Do đó phần nguyên của số thập phân 345,128 là: 345.. Đáp án: D. 345",en: The epoch of the integral number 345.128 is:
1088,Phân số $\frac{15}{1000}$ được viết dưới dạng số thập phân là:,"['A. 1,5', 'B. 0,15', 'C. 0,015', 'D. 0,0015']","Ta có: $\frac{15}{1000}$ = 0,15
 Vậy nên phân số $\frac{15}{1000}$ được viết dưới dạng số thập phân là: 0,15.","B. 0,15","Câu hỏi: Phân số $\frac{15}{1000}$ được viết dưới dạng số thập phân là:. Các phương án: ['A. 1,5', 'B. 0,15', 'C. 0,015', 'D. 0,0015']. Giải thích: Ta có: $\frac{15}{1000}$ = 0,15
 Vậy nên phân số $\frac{15}{1000}$ được viết dưới dạng số thập phân là: 0,15.. Đáp án: B. 0,15",en: The fraction $\frac{15}$ is expressed as the decimal fraction:
1089,Phân số $\frac{2}{5}$ viết dưới dạng phân số thập phân là:,"['A. $\\frac{80}{200}$ ', 'B. $\\frac{16}{40}$ ', 'C. $\\frac{40}{100}$ ', 'D. $\\frac{80}{20}$ ']",Ta có: $\frac{2}{5}$ = $\frac{2\times 20}{5\times 20}$ = $\frac{40}{100}$ .,C. $\frac{40}{100}$ ,"Câu hỏi: Phân số $\frac{2}{5}$ viết dưới dạng phân số thập phân là:. Các phương án: ['A. $\\frac{80}{200}$ ', 'B. $\\frac{16}{40}$ ', 'C. $\\frac{40}{100}$ ', 'D. $\\frac{80}{20}$ ']. Giải thích: Ta có: $\frac{2}{5}$ = $\frac{2\times 20}{5\times 20}$ = $\frac{40}{100}$ .. Đáp án: C. $\frac{40}{100}$ ",en: The fraction $\frac{2}{5}$ expressed as a fractional fraction is:
109,15m2 7dm2 = ….. m2. Số thích hợp điền vào chố chấm là:,"['A. 15,07 m2', 'B. 156 m2', 'C. 15,7 m2', 'D. 15,007 m2']","Ta có: $7dm^{2}=\frac{7}{100}m^{2}=0,07m^{2}$. Vậy: 15m2 7dm2 = 15 m2 + 0,07 m2 = 15,07 m2. Vậy số thích hợp điền vào chố chấm là : 15,07 m2","A. 15,07 m2","Câu hỏi: 15m2 7dm2 = ….. m2. Số thích hợp điền vào chố chấm là:. Các phương án: ['A. 15,07 m2', 'B. 156 m2', 'C. 15,7 m2', 'D. 15,007 m2']. Giải thích: Ta có: $7dm^{2}=\frac{7}{100}m^{2}=0,07m^{2}$. Vậy: 15m2 7dm2 = 15 m2 + 0,07 m2 = 15,07 m2. Vậy số thích hợp điền vào chố chấm là : 15,07 m2. Đáp án: A. 15,07 m2",en: The appropriate number of points to be filled in the grid is:
1090,Phân số $\frac{3}{25}$ được viết dưới dạng phân số thập phân là:,"['A. $\\frac{12}{100}$', 'B. $\\frac{6}{50}$', 'C. $\\frac{24}{200}$', 'D. $\\frac{48}{400}$']","Ta có: 
 $\frac{3}{25}$ = $\frac{3\times 4}{25\times 4}$ = $\frac{12}{100}$ .
 Vậy phân số $\frac{3}{25}$ được viết dưới dạng phân số thập phân là: $\frac{12}{100}$ .",A. $\frac{12}{100}$,"Câu hỏi: Phân số $\frac{3}{25}$ được viết dưới dạng phân số thập phân là:. Các phương án: ['A. $\\frac{12}{100}$', 'B. $\\frac{6}{50}$', 'C. $\\frac{24}{200}$', 'D. $\\frac{48}{400}$']. Giải thích: Ta có: 
 $\frac{3}{25}$ = $\frac{3\times 4}{25\times 4}$ = $\frac{12}{100}$ .
 Vậy phân số $\frac{3}{25}$ được viết dưới dạng phân số thập phân là: $\frac{12}{100}$ .. Đáp án: A. $\frac{12}{100}$",en: The fraction $\frac{3}{25}$ is written as the fractional fraction:
1091,Phân số $\frac{3}{4}$ bằng phân số nào trong các phân số sau?,"['A. $\\frac{7}{11}$', 'B. $\\frac{5}{6}$', 'C. $\\frac{9}{12}$', 'D. $\\frac{4}{5}$']","$\frac{9}{12}=\frac{9\colon 3}{12\colon 3}=\frac{3}{4}$ . 
 Phân số $\frac{3}{4}$ bằng phân số $\frac{9}{12}$",A. $\frac{7}{11}$,"Câu hỏi: Phân số $\frac{3}{4}$ bằng phân số nào trong các phân số sau?. Các phương án: ['A. $\\frac{7}{11}$', 'B. $\\frac{5}{6}$', 'C. $\\frac{9}{12}$', 'D. $\\frac{4}{5}$']. Giải thích: $\frac{9}{12}=\frac{9\colon 3}{12\colon 3}=\frac{3}{4}$ . 
 Phân số $\frac{3}{4}$ bằng phân số $\frac{9}{12}$. Đáp án: A. $\frac{7}{11}$",en: What fraction of the following is the same fraction?
11,"Bố an gói 10 cặp bánh chưng, sau đó chia đều cho 5 gia đình có hoàn cảnh khó khăn trong xóm. Số bánh chưng mỗi gia đình nhận được là:","['A. 2 cái', 'B. 3 cái', 'C. 4 cái', 'D. 5 cái']",Ta có: 10 cặp = 20 cáiSố bánh chưng mỗi gia đình nhận được là:20 : 5 = 4 (cái),C. 4 cái,"Câu hỏi: Bố an gói 10 cặp bánh chưng, sau đó chia đều cho 5 gia đình có hoàn cảnh khó khăn trong xóm. Số bánh chưng mỗi gia đình nhận được là:. Các phương án: ['A. 2 cái', 'B. 3 cái', 'C. 4 cái', 'D. 5 cái']. Giải thích: Ta có: 10 cặp = 20 cáiSố bánh chưng mỗi gia đình nhận được là:20 : 5 = 4 (cái). Đáp án: C. 4 cái",en: He packed 10 daikon bakes and divided them among five disadvantaged families in the neighborhood. Each family was given 10 daikon bakes.
110,16 giờ 15 phút - 3 giờ 45 phút … 9 giờ 25 phút + 2 giờ 39 phút là,"['A. <', 'B. >', 'C. =']",,B. >,"Câu hỏi: 16 giờ 15 phút - 3 giờ 45 phút … 9 giờ 25 phút + 2 giờ 39 phút là. Các phương án: ['A. <', 'B. >', 'C. =']. Giải thích: nan. Đáp án: B. >",en: 16:15 - 3:45... 9:25 + 2:39 is the time of day... 16:15 - 3:45... 9:25 + 2:39 is the time of day... 9:15 - 3:45... 9:25 + 2:39 is the time of day... 9:15 - 3:45... 9:25 + 2:39 is the time of day... 9:15 - 3:45... 9:25 + 2:39 is the time of day... 9:15 - 3:45... 9:25 + 2:39 is the time of day... 9:15 - 3:45... 9:25 + 2:39 is the time of day... 9:15 - 3:45... 9:25 + 2:39 is the time of day... 9:15 - 3:45... 9:25 + 2:39 is the time of day... 9:15 - 3:45... 9:25 + 2:39 is the time of day... 9:15 - 3:45... 9:15 - 3:45... 9:25 + 2:39 is the time of day... 9:15 - 3:45... 9:15 + 3:45... 9:15 - 3:45... 9:15 + 3:45... 9:15 + 3:45... 9:15 + 3:45... 9:15 + 3:45... 9:15 + 3:45... 9:15 + 3:45... 9:15 + 3:45... 9:15 + 3:45... 9:15 + 3:45... 9:15 + 3:45... 9:15 + 3:45... 9:15 + 3:45... 9:15 + 3:45... 9:15 + 3:45... 9:15 + 3:45... 9:15 + 3:45... 9:15 + 3:45... 9:15 + 3:45... 9:15 + 3:45... 9:
1100,Phân số $\frac{97}{1000}$ viết dưới dạng số thập phân là:,"['A. 9,7', 'B. 0,97', 'C. 0,907', 'D. 0,097']","Phân số $\frac{97}{1000}$ viết dưới dạng số thập phân là: 0,097.","D. 0,097","Câu hỏi: Phân số $\frac{97}{1000}$ viết dưới dạng số thập phân là:. Các phương án: ['A. 9,7', 'B. 0,97', 'C. 0,907', 'D. 0,097']. Giải thích: Phân số $\frac{97}{1000}$ viết dưới dạng số thập phân là: 0,097.. Đáp án: D. 0,097",en: The fraction $\frac{97}{1000}$ expressed as the decimal fraction is:
111,16 là tích của hai số nào?,"['A. 5 và 3', 'B. 2 và 8', 'C. 7 và 2', 'D. 4 và 5']","Ta có: 5 ${\times}$ 3 = 152 ${\times}$ 8 = 167 ${\times}$ 2 = 144 ${\times}$ 5 = 20
 Vậy 16 là tích của 2 và 8",B. 2 và 8,"Câu hỏi: 16 là tích của hai số nào?. Các phương án: ['A. 5 và 3', 'B. 2 và 8', 'C. 7 và 2', 'D. 4 và 5']. Giải thích: Ta có: 5 ${\times}$ 3 = 152 ${\times}$ 8 = 167 ${\times}$ 2 = 144 ${\times}$ 5 = 20
 Vậy 16 là tích của 2 và 8. Đáp án: B. 2 và 8",en what is 16 multiple?
1111,Phân số thập phân $\frac{205}{100}$ được viết dưới dạng số thập phân là:,"['A. 20,5', 'B. 0,0205', 'C. 2,05', 'D. 0,205']","Ta có: 205 : 100 = 2,05. 
 Vậy phân số thập phân $\frac{205}{100}$ được viết dưới dạng số thập phân là: 2,05","C. 2,05","Câu hỏi: Phân số thập phân $\frac{205}{100}$ được viết dưới dạng số thập phân là:. Các phương án: ['A. 20,5', 'B. 0,0205', 'C. 2,05', 'D. 0,205']. Giải thích: Ta có: 205 : 100 = 2,05. 
 Vậy phân số thập phân $\frac{205}{100}$ được viết dưới dạng số thập phân là: 2,05. Đáp án: C. 2,05",en: The fractional integral $\frac{205}{100}$ is written as the decimal fraction:
1112,Phân số thập phân “Ba trăm hai mươi tư phần một nghìn” được viết là:,"['A. $\\frac{3204}{1000}$', 'B. $\\frac{324}{1000}$', 'C. $\\frac{324}{100}$', 'D. $\\frac{30024}{1000}$']",Phân số thập phân “Ba trăm hai mươi tư phần một nghìn” được viết là: $\frac{324}{1000}$ .,B. $\frac{324}{1000}$,"Câu hỏi: Phân số thập phân “Ba trăm hai mươi tư phần một nghìn” được viết là:. Các phương án: ['A. $\\frac{3204}{1000}$', 'B. $\\frac{324}{1000}$', 'C. $\\frac{324}{100}$', 'D. $\\frac{30024}{1000}$']. Giải thích: Phân số thập phân “Ba trăm hai mươi tư phần một nghìn” được viết là: $\frac{324}{1000}$ .. Đáp án: B. $\frac{324}{1000}$","en: The fraction ""Three Hundred and twenty thousand"" is written as:"
112,168 phút = … giờ,"['A. 2,6 giờ', 'B. 2,4 giờ', 'C. 2 giờ', 'D. 2,8 giờ']",,"D. 2,8 giờ","Câu hỏi: 168 phút = … giờ. Các phương án: ['A. 2,6 giờ', 'B. 2,4 giờ', 'C. 2 giờ', 'D. 2,8 giờ']. Giải thích: nan. Đáp án: D. 2,8 giờ",en: 168 minutes =...hour 168 minutes =...hour 168 minutes =...hour 168 minutes =...h
1129,"Phép tính 712,54 – 48,9 có kết quả là:","['A. 70,765', 'B. 223,54', 'C. 663,64', 'D. 707,65']","Phép tính 712,54 – 48,9 có kết quả là: 663,64.","C. 663,64","Câu hỏi: Phép tính 712,54 – 48,9 có kết quả là:. Các phương án: ['A. 70,765', 'B. 223,54', 'C. 663,64', 'D. 707,65']. Giải thích: Phép tính 712,54 – 48,9 có kết quả là: 663,64.. Đáp án: C. 663,64",en: The 712.54 – 48.9 calculus yields:
113,18% của 45m2 là:,"['A. 8,1m', 'B. 8,1m2', 'C. 25m2', 'D. 25']","18% của 45m2 là: 45 ${\times}$ 18 : 100 = 8,1 (m2).","B. 8,1m2","Câu hỏi: 18% của 45m2 là:. Các phương án: ['A. 8,1m', 'B. 8,1m2', 'C. 25m2', 'D. 25']. Giải thích: 18% của 45m2 là: 45 ${\times}$ 18 : 100 = 8,1 (m2).. Đáp án: B. 8,1m2",en: 18% of 45m2 is:
1130,Phép tính có kết quả là số liền sau của số nhỏ nhất có hai chữ số giống nhau là:,"['A. 8 + 4', 'B. 7 + 6', 'C. 9 + 5', 'D. 16 – 6']","Số nhỏ nhất có hai chữ số giống nhau là: 11
 Số liền sau của 11 là: 11 + 1 = 12
 Ta có:
 8 + 4 = 12
 7 + 6 = 13
 9 + 5 14
 16 – 6 = 10
 Vậy phép tính có kết quả là 12: 8 + 4",A. 8 + 4,"Câu hỏi: Phép tính có kết quả là số liền sau của số nhỏ nhất có hai chữ số giống nhau là:. Các phương án: ['A. 8 + 4', 'B. 7 + 6', 'C. 9 + 5', 'D. 16 – 6']. Giải thích: Số nhỏ nhất có hai chữ số giống nhau là: 11
 Số liền sau của 11 là: 11 + 1 = 12
 Ta có:
 8 + 4 = 12
 7 + 6 = 13
 9 + 5 14
 16 – 6 = 10
 Vậy phép tính có kết quả là 12: 8 + 4. Đáp án: A. 8 + 4",en: The following fraction of the least number has two identical numerals is:
1131,Phép tính có kết quả là số tròn chục là:,"['A. 46 + 11', 'B. 56 – 6', 'C. 32 + 25', 'D. 85 – 31']","Ta có:
 46 + 11 = 57
 56 – 6 = 50
 32 + 25 = 57
 85 – 31 = 54
 Vậy phép tính 56 – 6 có kết quả là số tròn chục.",B. 56 – 6,"Câu hỏi: Phép tính có kết quả là số tròn chục là:. Các phương án: ['A. 46 + 11', 'B. 56 – 6', 'C. 32 + 25', 'D. 85 – 31']. Giải thích: Ta có:
 46 + 11 = 57
 56 – 6 = 50
 32 + 25 = 57
 85 – 31 = 54
 Vậy phép tính 56 – 6 có kết quả là số tròn chục.. Đáp án: B. 56 – 6",en: The number that we have as a whole number is 10.
1139,Phép tính có kết quả nhỏ nhất là:,"['A. 1 + 2', 'B. 2 + 2', 'C. 1 + 4', 'D. 1 + 1']","1 + 2 = 3$$2 + 2 = 4$$1 + 4 = 5$$1 + 1 = 2$
 So sánh kết quả ta được: 2 < 3 < 4 < 5
 Vậy phép tính có kết quả nhỏ nhất là: 1 + 1",D. 1 + 1,"Câu hỏi: Phép tính có kết quả nhỏ nhất là:. Các phương án: ['A. 1 + 2', 'B. 2 + 2', 'C. 1 + 4', 'D. 1 + 1']. Giải thích: 1 + 2 = 3$$2 + 2 = 4$$1 + 4 = 5$$1 + 1 = 2$
 So sánh kết quả ta được: 2 < 3 < 4 < 5
 Vậy phép tính có kết quả nhỏ nhất là: 1 + 1. Đáp án: D. 1 + 1",en: The least common answer is:
114,1m 3 dm = …. cm. Số thích hợp để điền vào chỗ chấm là:,"['A. 13', 'B. 103', 'C. 130', 'D. 31']",1m = 100 cm;3 dm = 30 cm. Vậy 1m 3dm = 100 cm + 30 cm = 130 cm.,C. 130,"Câu hỏi: 1m 3 dm = …. cm. Số thích hợp để điền vào chỗ chấm là:. Các phương án: ['A. 13', 'B. 103', 'C. 130', 'D. 31']. Giải thích: 1m = 100 cm;3 dm = 30 cm. Vậy 1m 3dm = 100 cm + 30 cm = 130 cm.. Đáp án: C. 130",en: The appropriate number to mark the mark on the mark is:
1148,"Phú Quý là tên một hòn đảo thuộc tỉnh Phan Thiết. Có 30 971 người hiện đang sinh sống trên đảo. Nếu làm tròn số người sinh sống trên đảo đến hàng nghìn, ta có thể nói: số người sinh sống trên đảo Phú Quý khoảng:","['A. 30 000 người', 'B. 40 000 người', 'C. 31 000 người', 'D. 29 000 người']","Để làm tròn số 30 971 đến hàng nghìn ta xét chữ số hàng trăm.
 Ta có 9 > 5 nên làm tròn lên
 Ta được số 31 000.",C. 31 000 người,"Câu hỏi: Phú Quý là tên một hòn đảo thuộc tỉnh Phan Thiết. Có 30 971 người hiện đang sinh sống trên đảo. Nếu làm tròn số người sinh sống trên đảo đến hàng nghìn, ta có thể nói: số người sinh sống trên đảo Phú Quý khoảng:. Các phương án: ['A. 30 000 người', 'B. 40 000 người', 'C. 31 000 người', 'D. 29 000 người']. Giải thích: Để làm tròn số 30 971 đến hàng nghìn ta xét chữ số hàng trăm.
 Ta có 9 > 5 nên làm tròn lên
 Ta được số 31 000.. Đáp án: C. 31 000 người","en: Phu Quy is the name of an island in Phan Thiet province. There are 30 971 people currently living on the island. If the number of people living on the island is rounded to the nearest thousand, we can say that the number of people living on Phu Quy is about: 10,000."
